id,source_number,part,part_title,source_page,source_title,source_summary,working_slug,content_type,priority,freshness,editorial_risk,verification_status,publish_approved
td-story-013,13,1,"Music, Food & Cultural Legends",1,ZZ Top’s Little ol’ Band from Texas,Three bearded blues-rockers from Beaumont and Houston cruised in a hot-rod Eliminator.,zz-tops-little-ol-band-from-texas,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-014,14,1,"Music, Food & Cultural Legends",1,The Marfa Lights Mystery,"Ghostly orbs of colored light dance across the desert sky outside Marfa, baffling visitors since the 1880s.",the-marfa-lights-mystery,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-015,15,1,"Music, Food & Cultural Legends",1,The Terlingua Chili Championship,Two guys started a bitter chili-cooking feud in 1967 that turned into a massive desert party.,the-terlingua-chili-championship,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-016,16,1,"Music, Food & Cultural Legends",1,The Crushed Ice Craze (Sonic),The drive-in restaurant perfected the chewable nugget ice that Texans obsess over daily.,the-crushed-ice-craze-sonic,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-017,17,1,"Music, Food & Cultural Legends",1,Shiner Bock’s German Roots,Brewed in the tiny town of Shiner since 1909 by a stubborn Kosciusko immigrant.,shiner-bocks-german-roots,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-018,18,1,"Music, Food & Cultural Legends",1,The Poteet Strawberry Festival,A humble farming community turned a sweet red fruit into a massive annual celebration.,the-poteet-strawberry-festival,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-019,19,1,"Music, Food & Cultural Legends",2,The King Ranch Empire,"A South Texas spread larger than the state of Rhode Island, built on cattle and sheer grit.",the-king-ranch-empire,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-020,20,1,"Music, Food & Cultural Legends",2,The Birth of Chicken Fried Steak,German and Austrian immigrants adapted schnitzel to cheap Texas beef in the Hill Country.,the-birth-of-chicken-fried-steak,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-021,21,1,"Music, Food & Cultural Legends",2,The Houston Livestock Show and Rodeo,The world's largest livestock exhibition took over the Astrodome with massive concert crowds.,the-houston-livestock-show-and-rodeo,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-022,22,1,"Music, Food & Cultural Legends",2,The Gruene Hall Dancefloor,"Built in 1878, this wooden New Braunfels staple hosted every major roots musician in Texas.",the-gruene-hall-dancefloor,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-023,23,1,"Music, Food & Cultural Legends",2,The George Jones Voice,"The 'Possum' brought raw, hard-drinking heartache to life from the Piney Woods of Saratoga.",the-george-jones-voice,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-024,24,1,"Music, Food & Cultural Legends",2,The Lubbock Sound,"Producers tried to capture the lonesome, flat-horizon melancholy of West Texas singer-songwriters.",the-lubbock-sound,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-025,25,1,"Music, Food & Cultural Legends",2,The Blanco Bowling Club,"One of the oldest active wooden pin bowling alleys in the state, hidden in a Hill Country dance hall.",the-blanco-bowling-club,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-026,26,1,"Music, Food & Cultural Legends",2,The Kerrville Folk Festival,Songwriters camped out under the cypress trees at Quiet Valley Ranch for three weeks every summer.,the-kerrville-folk-festival,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-027,27,1,"Music, Food & Cultural Legends",2,The Blue Bell Creameries Miracle,"Brenham kept making ice cream through fires, recessions, and hot Texas summers.",the-blue-bell-creameries-miracle,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-028,28,1,"Music, Food & Cultural Legends",2,The San Antonio Stock Show & Rodeo,Transforming the Freeman Coliseum into a roaring arena of mutton busting and live twang.,the-san-antonio-stock-show-and-rodeo,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-029,29,1,"Music, Food & Cultural Legends",2,The Fort Worth Stockyards Cowtown Legacy,Longhorns walked down Exchange Avenue twice a day just like they did in 1890.,the-fort-worth-stockyards-cowtown-legacy,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-030,30,1,"Music, Food & Cultural Legends",2,The Blind Lemon Jefferson Blues,The father of Texas blues sang on street corners in the 1920s with a tin cup and a guitar.,the-blind-lemon-jefferson-blues,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-031,31,1,"Music, Food & Cultural Legends",2,The Poodie’s Hilltop Bar Tradition,Poodie Locke poured drinks and swapped stories with every touring musician on the Pedernales.,the-poodies-hilltop-bar-tradition,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-032,32,1,"Music, Food & Cultural Legends",2,The Broken Spoke Honky-Tonk,James White kept the last true Texas dance hall alive on South Lamar in Austin.,the-broken-spoke-honky-tonk,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-033,33,1,"Music, Food & Cultural Legends",2,The Selena Museum,A shrine in Corpus Christi dedicated to the sparkling sequin jumpsuits and life of the star.,the-selena-museum,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-034,34,1,"Music, Food & Cultural Legends",2,The Big Tex Fire,The giant 52-foot cowboy icon at the State Fair went up in smoky flames in 2012 before being rebuilt.,the-big-tex-fire,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-035,35,1,"Music, Food & Cultural Legends",2,The Kolache Trail in Hallettsville,"Czech immigrants left behind sweet, fruit-filled pastries that conquered Texas gas stations.",the-kolache-trail-in-hallettsville,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-036,36,1,"Music, Food & Cultural Legends",2,The Salt Lick BBQ Pit,Generations of barbecue fans lined up in Driftwood for meat smoked over open oak pits.,the-salt-lick-bbq-pit,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-037,37,1,"Music, Food & Cultural Legends",2,The Gruene River Tubing Tradition,Floating the Guadalupe River with an inner tube became a mandatory summer rite of passage.,the-gruene-river-tubing-tradition,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-038,38,1,"Music, Food & Cultural Legends",2,The Texas Dance Hall Preservation,A statewide effort to keep sagging wooden floors from being turned into strip malls.,the-texas-dance-hall-preservation,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-039,39,1,"Music, Food & Cultural Legends",2,The Antone’s Blues Club Legacy,Clifford Antone opened an Austin haven that welcomed Muddy Waters and local kid Stevie Ray.,the-antones-blues-club-legacy,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-040,40,1,"Music, Food & Cultural Legends",2,The San Antonio River Walk Design,"Architect Robert Hugman dreamed up a winding, tree-shaded urban oasis below street level.",the-san-antonio-river-walk-design,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-041,41,1,"Music, Food & Cultural Legends",2,The Buddy Holly Center,Preserving the eyeglasses and Stratocaster guitar of rock's original teenage rebel in Lubbock.,the-buddy-holly-center,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-042,42,1,"Music, Food & Cultural Legends",3,The Lockhart BBQ Capital Fame,Three historic family joints turned a sleepy Caldwell County town into a smoke-scented pilgrimage site.,the-lockhart-bbq-capital-fame,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-043,43,1,"Music, Food & Cultural Legends",3,The Natural Bridge Caverns Discovery,Four college students crawled through a sinkhole near San Antonio in 1960 to find an underground wonderland.,the-natural-bridge-caverns-discovery,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-044,44,1,"Music, Food & Cultural Legends",3,The Terlingua Ghost Town Rebirth,Abandoned mercury miners' shacks became a desert artists' haven.,the-terlingua-ghost-town-rebirth,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-045,45,1,"Music, Food & Cultural Legends",3,The Luckenbach General Store,Where picking guitars under the old oak tree beats watching television any day of the week.,the-luckenbach-general-store,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-046,46,1,"Music, Food & Cultural Legends",3,The Beaumont Spindletop Gusher,"A geyser of oil blew sky-high in 1901, instantly creating the modern petroleum age.",the-beaumont-spindletop-gusher,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-047,47,1,"Music, Food & Cultural Legends",3,The Fort Worth Water Gardens,Philip Johnson built a brutalist labyrinth of cascading concrete waterfalls downtown.,the-fort-worth-water-gardens,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-048,48,1,"Music, Food & Cultural Legends",3,The Austin Bat Bridge,One and a half million Mexican free-tailed bats moved under the Ann W. Richards Congress Avenue Bridge.,the-austin-bat-bridge,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-049,49,1,"Music, Food & Cultural Legends",3,The Washington-on-the-Brazos Heritage,Where early settlers gathered in 1836 under a giant oak tree.,the-washington-on-the-brazos-heritage,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-050,50,1,"Music, Food & Cultural Legends",3,The Hamilton Pool Preserve,A collapsed underground limestone grotto with a emerald-green swimming hole and a 50-foot waterfall.,the-hamilton-pool-preserve,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
