id,source_number,part,part_title,source_page,source_title,source_summary,working_slug,content_type,priority,freshness,editorial_risk,verification_status,publish_approved
td-story-069,69,2,"Outlaws, Frontier & Wild West Lore",4,The Archive War of Austin,Citizens fought with cannons in 1842 to stop government clerks from moving state records to Houston.,the-archive-war-of-austin,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-070,70,2,"Outlaws, Frontier & Wild West Lore",4,The Camel Experiment in Camp Verde,The U.S. Army imported camels to haul freight across the scorching desert before the Civil War.,the-camel-experiment-in-camp-verde,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-071,71,2,"Outlaws, Frontier & Wild West Lore",4,The Phantom Killer of Texarkana,A hooded figure terrorized lovers' lanes in 1946 during a chilling un-solved spring string of attacks.,the-phantom-killer-of-texarkana,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-072,72,2,"Outlaws, Frontier & Wild West Lore",4,The Witte Museum Frontier Relics,"Preserving the handguns, saddles, and campfires of South Texas ranger lore.",the-witte-museum-frontier-relics,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-073,73,2,"Outlaws, Frontier & Wild West Lore",4,The San Saba Silver Mine Myth,Spanish explorers chased rumors of lost silver veins in the rugged hill country.,the-san-saba-silver-mine-myth,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-074,74,2,"Outlaws, Frontier & Wild West Lore",4,The King Ranch Wild Mustangs,Descendants of Spanish horses ran free across the coastal plains.,the-king-ranch-wild-mustangs,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-075,75,2,"Outlaws, Frontier & Wild West Lore",4,The Legend of Pecos Bill,Tall tales said the cowboy used a rattlesnake as a lasso and rode a mountain lion.,the-legend-of-pecos-bill,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-076,76,2,"Outlaws, Frontier & Wild West Lore",4,The Ben Thompson Gunfighter Tale,The notorious gambler and city marshal of Austin met a violent alleyway end in San Antonio.,the-ben-thompson-gunfighter-tale,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-077,77,2,"Outlaws, Frontier & Wild West Lore",4,The John Wesley Hardin Fast Draw,A cold-blooded killer who claimed he shot a man just for snoring too loud next door.,the-john-wesley-hardin-fast-draw,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-078,78,2,"Outlaws, Frontier & Wild West Lore",4,The Llano Estacado Crossing,"Conquistadors faced the terrifying, flat, waterless plains of the High Staked Plains.",the-llano-estacado-crossing,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-079,79,2,"Outlaws, Frontier & Wild West Lore",4,The Buffalo Soldiers of West Texas,Ninth and Tenth Cavalry regiments patrolled the harsh frontier deserts.,the-buffalo-soldiers-of-west-texas,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-080,80,2,"Outlaws, Frontier & Wild West Lore",4,The XIT Ranch Land Deal,Three million acres of Panhandle grass traded away to build the grand Austin capitol dome.,the-xit-ranch-land-deal,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-081,81,2,"Outlaws, Frontier & Wild West Lore",4,The Matador Land and Cattle Company,Scottish investors ran a massive empire of cattle across Motley County.,the-matador-land-and-cattle-company,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-082,82,2,"Outlaws, Frontier & Wild West Lore",4,The Tascosa Cowboy Capital,A rowdy riverside ghost town in the Panhandle where outlaws and lawmen shared the same dirt street.,the-tascosa-cowboy-capital,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-083,83,2,"Outlaws, Frontier & Wild West Lore",5,The Courthouse Fight of Richmond,A bloody 1889 local political feud over county power that turned into a street shootout.,the-courthouse-fight-of-richmond,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-084,84,2,"Outlaws, Frontier & Wild West Lore",5,The Dove Creek Battle,Texas militia clashed with Kickapoo warriors near Tom Green County in a bitter winter snowstorm.,the-dove-creek-battle,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-085,85,2,"Outlaws, Frontier & Wild West Lore",5,The Rath City Trading Post,"A bustling, short-lived camp of hide-skinners on the edge of the double mountain fork.",the-rath-city-trading-post,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-086,86,2,"Outlaws, Frontier & Wild West Lore",5,The Jim Ned Creek Outlaw Trails,Bandits used the dense thickets of Taylor County to hide stolen horses.,the-jim-ned-creek-outlaw-trails,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-087,87,2,"Outlaws, Frontier & Wild West Lore",5,The Comanche Peak Landmark,"A sacred, towering limestone dome rising over Hood County.",the-comanche-peak-landmark,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-088,88,2,"Outlaws, Frontier & Wild West Lore",5,The Salt Creek Massacre,A tragic 1871 frontier raid that shifted the entire military strategy of the U.S. army on the plains.,the-salt-creek-massacre,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-089,89,2,"Outlaws, Frontier & Wild West Lore",5,The Palo Alto Battlefield,Early skirmishes on the flat coastal prairie near Brownsville.,the-palo-alto-battlefield,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-090,90,2,"Outlaws, Frontier & Wild West Lore",5,The Resaca de la Palma Clash,Troops fought through dense thickets of chaparral near the Rio Grande.,the-resaca-de-la-palma-clash,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-091,91,2,"Outlaws, Frontier & Wild West Lore",5,The Jack County Frontier Fort (Richardson),Built to protect settlers from deep raids along the northern line.,the-jack-county-frontier-fort-richardson,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-092,92,2,"Outlaws, Frontier & Wild West Lore",5,The Fort Concho Outpost,A sprawling limestone cavalry post established at the confluence of three rivers in San Angelo.,the-fort-concho-outpost,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-093,93,2,"Outlaws, Frontier & Wild West Lore",5,The San Elizario Presidio,An ancient colonial outpost south of El Paso with centuries of dusty adobe history.,the-san-elizario-presidio,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-094,94,2,"Outlaws, Frontier & Wild West Lore",5,The Ysleta Mission,"The oldest continuously operating parish in Texas, founded by Tigua refugees in 1682.",the-ysleta-mission,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-095,95,2,"Outlaws, Frontier & Wild West Lore",5,The Old Fort Parker Kidnapping Site,Where the historic 1836 raid changed frontier families forever.,the-old-fort-parker-kidnapping-site,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-096,96,2,"Outlaws, Frontier & Wild West Lore",5,The Goliad Massacre Site,A solemn reminder of early 1836 military executions near the San Antonio River.,the-goliad-massacre-site,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-097,97,2,"Outlaws, Frontier & Wild West Lore",5,The Alamo Mission Shrine,The old limestone chapel in downtown San Antonio that became a legendary symbol of last stands.,the-alamo-mission-shrine,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-098,98,2,"Outlaws, Frontier & Wild West Lore",5,The San Jacinto Battleground,"A sudden, 18-minute surprise clash on the marshy banks of Buffalo Bayou.",the-san-jacinto-battleground,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-099,99,2,"Outlaws, Frontier & Wild West Lore",5,The French Legacy at La Reunion,Utopian dreamers tried building a cooperative artistic colony near modern-day Dallas.,the-french-legacy-at-la-reunion,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-100,100,2,"Outlaws, Frontier & Wild West Lore",5,The Heritage of Mustang Island,Pirates and smugglers used the rolling coastal sand dunes as a hidden base.,the-heritage-of-mustang-island,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
