id,source_number,part,part_title,source_page,source_title,source_summary,working_slug,content_type,priority,freshness,editorial_risk,verification_status,publish_approved
td-story-117,117,3,Sports Glory & Iconic Games,6,The 1999 Houston Grand Prix / Indy Racing,Street racing roared past downtown skyscrapers.,the-1999-houston-grand-prix-indy-racing,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-118,118,3,Sports Glory & Iconic Games,6,The Royal-Memorial Stadium Roar,"Over 100,000 fans packed into the heart of Austin on autumn Saturdays.",the-royal-memorial-stadium-roar,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-119,119,3,Sports Glory & Iconic Games,6,The Kyle Field 12th Man,Every Aggie student stood ready to enter the football game if needed.,the-kyle-field-12th-man,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-120,120,3,Sports Glory & Iconic Games,6,The Houston Rockets’ Clutch City (1994 & 1995),Hakeem Olajuwon blocked shots and swished fadeaways to bring two trophies to Space City.,the-houston-rockets-clutch-city-1994-and-1995,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-121,121,3,Sports Glory & Iconic Games,6,The TCU Rose Bowl Win (2011),The Horned Frogs capped off a magical undefeated season by beating Wisconsin in Pasadena.,the-tcu-rose-bowl-win-2011,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-122,122,3,Sports Glory & Iconic Games,6,The Baylor Bear Basketball Revival,Waco cheered as the green and gold climbed to the pinnacle of the college hardwood.,the-baylor-bear-basketball-revival,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-123,123,3,Sports Glory & Iconic Games,6,The Texas Motor Speedway Roar,NASCAR stock cars shook the pavement north of Fort Worth with 200-mph thunder.,the-texas-motor-speedway-roar,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-124,124,3,Sports Glory & Iconic Games,6,The Cotton Bowl Stadium History,Where legendary leather-helmet clashes wrote college football folklore.,the-cotton-bowl-stadium-history,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-125,125,3,Sports Glory & Iconic Games,6,The SMU Mustang Pony Express,High-flying football era of the early 1980s that captivated Dallas.,the-smu-mustang-pony-express,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-126,126,3,Sports Glory & Iconic Games,6,The Houston Cougars Phi Slama Jama,High-flying dunkers Clyde Drexler and Hakeem Olajuwon reinvented college basketball fast-breaks.,the-houston-cougars-phi-slama-jama,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-127,127,3,Sports Glory & Iconic Games,7,The Port Arthur Janel & Jimmy Johnson roots,Future football masterminds grew up fishing the murky Sabine-Neches waterway.,the-port-arthur-janel-and-jimmy-johnson-roots,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-128,128,3,Sports Glory & Iconic Games,7,The Amarillo Tri-State Fair Rodeo,Bronc riders tested their mettle in the dusty panhandle dirt.,the-amarillo-tri-state-fair-rodeo,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-129,129,3,Sports Glory & Iconic Games,7,The San Antonio Missions Baseball,Playing minor league ball under the warm South Texas twilight.,the-san-antonio-missions-baseball,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-130,130,3,Sports Glory & Iconic Games,7,The Corpus Christi Hooks Baseball,Hitting home runs with a backdrop of sparkling Corpus Christi Bay.,the-corpus-christi-hooks-baseball,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-131,131,3,Sports Glory & Iconic Games,7,The Round Rock Express Baseball,Ryan-family baseball packed the stands at Dell Diamond with cheering families.,the-round-rock-express-baseball,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-132,132,3,Sports Glory & Iconic Games,7,The El Paso Sun Bowl,College football teams clashed in the crisp desert air under the shadow of Mount Franklin.,the-el-paso-sun-bowl,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-133,133,3,Sports Glory & Iconic Games,7,The Lubbock Youth Baseball Leagues,Kids played under the blazing West Texas summer sun dreaming of the big leagues.,the-lubbock-youth-baseball-leagues,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-134,134,3,Sports Glory & Iconic Games,7,The Beaumont High School Track Legends,Fast runners from the golden triangle swept state records year after year.,the-beaumont-high-school-track-legends,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-135,135,3,Sports Glory & Iconic Games,7,The Tyler Aquatic Training,Olympic swimmers churned through local YMCA pools before heading to global stages.,the-tyler-aquatic-training,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-136,136,3,Sports Glory & Iconic Games,7,The Fort Worth Stock Show Rodeo Finals,The top bull riders in the world matched up against legendary bucking stock.,the-fort-worth-stock-show-rodeo-finals,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-137,137,3,Sports Glory & Iconic Games,7,The Austin Marathon Runners,Thousands pounded the rolling asphalt hills past the State Capitol and Barton Springs.,the-austin-marathon-runners,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-138,138,3,Sports Glory & Iconic Games,7,The Houston Marathon on Buffalo Bayou,Runners braved the humid coastal air to cross the downtown finish line.,the-houston-marathon-on-buffalo-bayou,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-139,139,3,Sports Glory & Iconic Games,7,The Dallas Marathon Holiday Run,Pacing through festive Big D neighborhoods in the chilly December morning.,the-dallas-marathon-holiday-run,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-140,140,3,Sports Glory & Iconic Games,7,The Texas High School Football Friday Nights,Whole towns shut down their businesses to watch teenagers under the Friday stadium lights.,the-texas-high-school-football-friday-nights,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-141,141,3,Sports Glory & Iconic Games,7,The Southlake Carroll Dragon Football Glory,Building a powerhouse program amidst suburban growth and screaming fans.,the-southlake-carroll-dragon-football-glory,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-142,142,3,Sports Glory & Iconic Games,7,The Permian High School Panther Pride,"Odessa football became the focal point of a booming, oil-rich West Texas town.",the-permian-high-school-panther-pride,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-143,143,3,Sports Glory & Iconic Games,7,The Abilene High School Gridiron Dynasty,Winning state titles on the hard-scrabble fields of the Big Country.,the-abilene-high-school-gridiron-dynasty,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-144,144,3,Sports Glory & Iconic Games,7,The Kenedy Horns Baseball Passion,Small-town South Texas fields echoing with the crack of wooden bats.,the-kenedy-horns-baseball-passion,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-145,145,3,Sports Glory & Iconic Games,7,The Gruene 10K Run,Runners crossed the old iron bridge over the Guadalupe River in the misty morning.,the-gruene-10k-run,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-146,146,3,Sports Glory & Iconic Games,7,The Fredericksburg Peach Pedal Bike Ride,Cyclists rolled past blooming orchards and stone German homesteads.,the-fredericksburg-peach-pedal-bike-ride,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-147,147,3,Sports Glory & Iconic Games,7,The Highland Park Scots Football Tradition,Tradition-rich helmet decals and precision passing games in Dallas.,the-highland-park-scots-football-tradition,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-148,148,3,Sports Glory & Iconic Games,7,The West Texas High School Six-Man Football,"Wild, high-scoring, open-field football played in towns with tiny graduating classes.",the-west-texas-high-school-six-man-football,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-149,149,3,Sports Glory & Iconic Games,8,The Port Aransas Deep Sea Roundup,Anglers weighed massive marlin and sailfish on the wooden docks.,the-port-aransas-deep-sea-roundup,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
td-story-150,150,3,Sports Glory & Iconic Games,8,The Lake Travis High School Cavalier Football,A string of state championships won on the shores of a sparkling Hill Country lake.,the-lake-travis-high-school-cavalier-football,story_candidate,pending-review,evergreen,source-claim-needs-verification,needs-research,no
