# TexasDefined GSC initial per-URL triage — 2026-09-05
# Source: Google Search Console > Discovered - currently not indexed
# Total: 452 URLs | KEEP 309 | IMPROVE 142 | REMOVE_CONSOLIDATE 1
# These are initial triage decisions. Page-level live reviews in later remediation-wave files override this starting classification.
action	path
IMPROVE	/explore/painted-churches/guides/painted-churches-dress-code
IMPROVE	/explore/painted-churches/guides/painted-churches-guided-bus-tour
IMPROVE	/explore/painted-churches/guides/painted-churches-weekend-hours
IMPROVE	/explore/painted-churches/guides/piano-bridge-schulenburg
IMPROVE	/explore/painted-churches/guides/st-wenceslaus-colony
IMPROVE	/explore/painted-churches/guides/texas-time-travel-painted-churches
IMPROVE	/explore/painted-churches/guides/who-painted-texas-painted-churches
KEEP	/explore/painted-churches/harwood-archive
KEEP	/explore/painted-churches/heritage
IMPROVE	/explore/painted-churches/heritage/alsatian-castroville
IMPROVE	/explore/painted-churches/heritage/czech-moravian
IMPROVE	/explore/painted-churches/heritage/german
IMPROVE	/explore/painted-churches/heritage/italian-pow-umbarger
IMPROVE	/explore/painted-churches/heritage/polish-silesian
IMPROVE	/explore/painted-churches/heritage/wendish
KEEP	/explore/painted-churches/how-many
KEEP	/explore/painted-churches/how-to-read
KEEP	/explore/painted-churches/knowledge-graph
KEEP	/explore/painted-churches/map
KEEP	/explore/painted-churches/media
KEEP	/explore/painted-churches/panna-maria-immaculate-conception
KEEP	/explore/painted-churches/people
IMPROVE	/explore/painted-churches/people/antoni-polaniak
IMPROVE	/explore/painted-churches/people/antonio-e-garcia
IMPROVE	/explore/painted-churches/people/bohuslav-laciak
IMPROVE	/explore/painted-churches/people/buie-harwood
IMPROVE	/explore/painted-churches/people/cezary-eva-sienkiel
IMPROVE	/explore/painted-churches/people/ferdinand-stockert
IMPROVE	/explore/painted-churches/people/fred-donecker
IMPROVE	/explore/painted-churches/people/fridolin-fuchs
IMPROVE	/explore/painted-churches/people/gene-mikulik
IMPROVE	/explore/painted-churches/people/gottfried-flury
IMPROVE	/explore/painted-churches/people/henry-pefferkorn
IMPROVE	/explore/painted-churches/people/hermann-kern
IMPROVE	/explore/painted-churches/people/john-f-bujnoch
IMPROVE	/explore/painted-churches/people/leo-mj-dielmann
IMPROVE	/explore/painted-churches/people/michaela-wegman
KEEP	/explore/painted-churches/preservation
IMPROVE	/explore/painted-churches/preservation/preserving-original-programs
IMPROVE	/explore/painted-churches/preservation/reconstruction-from-stencils
IMPROVE	/explore/painted-churches/preservation/repainting-vs-restoration
KEEP	/explore/painted-churches/routes
IMPROVE	/explore/painted-churches/routes/all-six-schulenburg
IMPROVE	/explore/painted-churches/routes/classic-four
IMPROVE	/explore/painted-churches/routes/czech-moravian-heritage
IMPROVE	/explore/painted-churches/routes/fayette-lavaca-weekend
IMPROVE	/explore/painted-churches/routes/german-heritage
IMPROVE	/explore/painted-churches/routes/polish-silesian-heritage
IMPROVE	/explore/painted-churches/routes/statewide-enthusiast
IMPROVE	/explore/painted-churches/routes/wendish-serbin
KEEP	/explore/painted-churches/st-john-texas-st-john-the-baptist
KEEP	/explore/painted-churches/st-marys-immaculate-conception-lavaca
KEEP	/explore/painted-churches/sweet-home-queen-of-peace
KEEP	/explore/painted-churches/symbols
IMPROVE	/explore/painted-churches/symbols/all-seeing-eye
IMPROVE	/explore/painted-churches/symbols/angels
IMPROVE	/explore/painted-churches/symbols/evangelist-symbols
IMPROVE	/explore/painted-churches/symbols/grapes-and-vines
IMPROVE	/explore/painted-churches/symbols/holy-spirit-dove
IMPROVE	/explore/painted-churches/symbols/ihs
IMPROVE	/explore/painted-churches/symbols/lamb-of-god
IMPROVE	/explore/painted-churches/symbols/maltese-cross
IMPROVE	/explore/painted-churches/symbols/marian-imagery
IMPROVE	/explore/painted-churches/symbols/wheat-and-eucharist
KEEP	/explore/painted-churches/techniques
IMPROVE	/explore/painted-churches/techniques/canvas-applied-decoration
IMPROVE	/explore/painted-churches/techniques/freehand
IMPROVE	/explore/painted-churches/techniques/graining
IMPROVE	/explore/painted-churches/techniques/marbling
IMPROVE	/explore/painted-churches/techniques/pouncing
IMPROVE	/explore/painted-churches/techniques/stenciling
IMPROVE	/explore/painted-churches/techniques/trompe-loeil-architectural-illusion
KEEP	/explore/painted-churches/timeline
KEEP	/explore/painted-churches/umbarger-st-marys-catholic-church
KEEP	/explore/painted-churches/wallis-guardian-angel
KEEP	/explore/painted-churches/wesley-brethren-church
KEEP	/explore/region/big-bend
KEEP	/explore/region/gulf-coast
KEEP	/explore/region/hill-country
KEEP	/explore/region/panhandle
KEEP	/explore/region/piney-woods
KEEP	/explore/region/prairies-lakes
KEEP	/explore/region/south-texas
KEEP	/explore/small-towns
KEEP	/explore/top-attractions
KEEP	/explore/top-attractions/methodology
KEEP	/explore/top-attractions/road-trips
KEEP	/explore/trip-planner
KEEP	/find-my-school-district
KEEP	/fishing
KEEP	/fishing/compare
KEEP	/fishing/lakes
KEEP	/fishing/lakes/canyon-lake
IMPROVE	/fishing/lakes/canyon-lake/access
IMPROVE	/fishing/lakes/canyon-lake/boating
IMPROVE	/fishing/lakes/canyon-lake/guides
KEEP	/fishing/lakes/lake-livingston
IMPROVE	/fishing/lakes/lake-livingston/nearby
IMPROVE	/fishing/lakes/lake-texoma/boating
IMPROVE	/fishing/lakes/lake-texoma/nearby
IMPROVE	/fishing/lakes/sam-rayburn-reservoir/nearby
KEEP	/fishing/plan
KEEP	/fishing/regulations
KEEP	/fishing/seasons
KEEP	/fishing/species
KEEP	/fishing/species/catfish
KEEP	/fishing/species/crappie
KEEP	/fishing/techniques/cut-bait
KEEP	/fishing/techniques/live-bait
KEEP	/fishing/techniques/trolling
KEEP	/fishing/techniques/vertical-jigging
KEEP	/gruene-hall-history
KEEP	/houston-music-history
KEEP	/learn/agricultural-valuation
KEEP	/learn/mud-taxes-explained
KEEP	/learn/wildlife-management-valuation
KEEP	/lubbock-music-history
KEEP	/made-in-texas
KEEP	/news
KEEP	/privacy
KEEP	/property-tax-calculators
KEEP	/property-tax-guides
IMPROVE	/property-tax/county/haskell
IMPROVE	/property-tax/county/leon
KEEP	/return-refund-policy
KEEP	/san-antonio-music-history
KEEP	/san-antonio-puffy-taco-history
IMPROVE	/sports-venue/baylor-ballpark
IMPROVE	/sports-venue/circuit-of-the-americas
IMPROVE	/sports-venue/credit-union-of-texas-event-center
IMPROVE	/sports-venue/cy-fair-fcu-stadium
IMPROVE	/sports-venue/darrell-k-royal-texas-memorial-stadium
IMPROVE	/sports-venue/dell-diamond
IMPROVE	/sports-venue/foster-pavilion
IMPROVE	/sports-venue/jones-att-stadium
IMPROVE	/sports-venue/memorial-park-golf-course
IMPROVE	/sports-venue/moody-center
IMPROVE	/sports-venue/q2-stadium
IMPROVE	/sports-venue/reed-arena
IMPROVE	/sports-venue/round-rock-multipurpose-complex
IMPROVE	/sports-venue/round-rock-sports-center
IMPROVE	/sports-venue/sam-houston-race-park
IMPROVE	/sports-venue/texas-motor-speedway
IMPROVE	/sports-venue/whataburger-field
KEEP	/sports-venues/austin-central-texas
KEEP	/sports-venues/basketball
KEEP	/sports-venues/el-paso
KEEP	/sports-venues/lubbock
KEEP	/texas-agricultural-valuation-calculator
KEEP	/texas-blue-norther-weather-guide
KEEP	/texas-blues
KEEP	/texas-brand-origin-stories
KEEP	/texas-breakfast-taco-guide
KEEP	/texas-chicken-fried-steak-guide
KEEP	/texas-conjunto-tejano
KEEP	/texas-data/county-property-tax-rates
KEEP	/texas-data/homestead-exemption-history
KEEP	/texas-drivers-license
KEEP	/texas-fishing-license
KEEP	/texas-flag
KEEP	/texas-food-history
KEEP	/texas-gospel-rnb-pop
KEEP	/texas-hip-hop
KEEP	/texas-history
KEEP	/texas-home-equity-calculator
KEEP	/texas-homestead-savings-calculator
KEEP	/texas-icons
KEEP	/texas-music-cities
KEEP	/texas-music-venues
KEEP	/texas-over-65-property-tax-calculator
KEEP	/texas-property-tax-escrow-calculator
KEEP	/texas-property-tax-estimator
KEEP	/texas-ranch-water-guide
KEEP	/texas-rent-vs-buy-calculator
KEEP	/texas-roadside-oddities
KEEP	/texas-salary-comparison-by-city
KEEP	/texas-tall-tales-folklore
KEEP	/texas-vs-every-state
IMPROVE	/texas-vs/alabama
IMPROVE	/texas-vs/alaska
IMPROVE	/texas-vs/california
IMPROVE	/texas-vs/colorado
IMPROVE	/texas-vs/connecticut
IMPROVE	/texas-vs/delaware
IMPROVE	/texas-vs/florida
IMPROVE	/texas-vs/georgia
IMPROVE	/texas-vs/hawaii
IMPROVE	/texas-vs/idaho
IMPROVE	/texas-vs/indiana
IMPROVE	/texas-vs/kansas
IMPROVE	/texas-vs/kentucky
IMPROVE	/texas-vs/louisiana
IMPROVE	/texas-vs/maine
IMPROVE	/texas-vs/maryland
IMPROVE	/texas-vs/massachusetts
IMPROVE	/texas-vs/michigan
IMPROVE	/texas-vs/minnesota
IMPROVE	/texas-vs/missouri
IMPROVE	/texas-vs/montana
IMPROVE	/texas-vs/nevada
IMPROVE	/texas-vs/new-hampshire
IMPROVE	/texas-vs/new-jersey
IMPROVE	/texas-vs/new-mexico
IMPROVE	/texas-vs/new-york
IMPROVE	/texas-vs/north-carolina
IMPROVE	/texas-vs/north-dakota
IMPROVE	/texas-vs/ohio
IMPROVE	/texas-vs/oregon
IMPROVE	/texas-vs/pennsylvania
IMPROVE	/texas-vs/rhode-island
IMPROVE	/texas-vs/south-carolina
IMPROVE	/texas-vs/south-dakota
IMPROVE	/texas-vs/tennessee
IMPROVE	/texas-vs/utah
IMPROVE	/texas-vs/virginia
IMPROVE	/texas-vs/west-virginia
IMPROVE	/texas-vs/wyoming
KEEP	/things-unique-to-texas/landmarks
