id,category,source_title,title,content_type,priority,freshness,editorial_risk,slug,internal_links,publish_approved
td-list-061,"Geography, Cities, & Towns",10 things to do in the Piney Woods of East Texas,10 things to do in the Piney Woods of East Texas,seo_article,high,evergreen,standard,things-to-do-in-the-piney-woods-of-east-texas,/article/texas-trees-guide|/article/texas-regions-explained|/article/texas-cultural-regions-explained|/explore|/guides,no
td-list-062,"Geography, Cities, & Towns",12 best Texas state parks for stargazing,12 best Texas state parks for stargazing,seo_article,high,annual-review,verify-current,best-texas-state-parks-for-stargazing,/explore|/guides|/texas-history,no
td-list-063,"Geography, Cities, & Towns",15 unique facts about the Rio Grande Valley,15 unique facts about the Rio Grande Valley,seo_article,medium,evergreen,standard,unique-facts-about-the-rio-grande-valley,/article/texas-regions-explained|/article/texas-cultural-regions-explained|/explore|/guides|/texas-history,no
td-list-064,"Geography, Cities, & Towns",10 ultimate Texas road trip itineraries,10 ultimate Texas road trip itineraries,seo_article,medium,evergreen,standard,ultimate-texas-road-trip-itineraries,/article/texas-farm-to-market-roads-explained|/explore|/guides|/texas-history,no
td-list-065,"Geography, Cities, & Towns",12 things to do in Amarillo besides the Cadillac Ranch,12 things to do in Amarillo besides the Cadillac Ranch,seo_article,high,evergreen,standard,things-to-do-in-amarillo-besides-the-cadillac-ranch,/article/texas-home-architecture-regions|/explore|/guides|/texas-history,no
td-list-066,"Geography, Cities, & Towns",15 beautiful ghost towns across Texas,15 beautiful ghost towns across Texas,seo_article,medium,evergreen,standard,beautiful-ghost-towns-across-texas,/explore|/guides|/texas-history,no
td-list-067,"Geography, Cities, & Towns",10 best places to view Texas bluebonnets in the spring,10 great places to see Texas bluebonnets in spring,seo_article,high,seasonal,standard,great-places-to-see-texas-bluebonnets-in-spring,/article/texas-wildflowers-guide|/article/best-native-plants-texas-yard|/explore|/guides|/texas-history,no
td-list-068,"Geography, Cities, & Towns",12 things that make Houston the most diverse city in Texas,12 ways Houston became one of Texas’s most diverse cities,seo_article,medium,evergreen,standard,ways-houston-became-one-of-texas-s-most-diverse-cities,/explore|/guides|/texas-history,no
td-list-069,"Geography, Cities, & Towns",15 best swimming holes in Texas to beat the summer heat,15 Texas swimming holes for beating the summer heat,seo_article,medium,seasonal,standard,texas-swimming-holes-for-beating-the-summer-heat,/explore|/guides|/texas-history,no
td-list-070,"Geography, Cities, & Towns",10 stunning canyons in Texas you won’t believe are real,10 dramatic Texas canyons worth seeing in person,seo_article,medium,evergreen,standard,dramatic-texas-canyons-worth-seeing-in-person,/explore|/guides|/texas-history,no
td-list-071,"Geography, Cities, & Towns",12 best towns for antiquing in Texas,12 Texas towns known for antiquing,seo_article,medium,evergreen,standard,texas-towns-known-for-antiquing,/explore|/guides|/texas-history,no
td-list-072,"Geography, Cities, & Towns",15 secrets of the Texas State Capitol building,15 secrets of the Texas State Capitol building,seo_article,medium,evergreen,standard,secrets-of-the-texas-state-capitol-building,/explore|/guides|/texas-history,no
td-list-073,"Geography, Cities, & Towns",10 most walkable downtown areas in small Texas towns,10 most walkable downtown areas in small Texas towns,seo_article,medium,evergreen,standard,most-walkable-downtown-areas-in-small-texas-towns,/explore|/guides|/texas-history,no
td-list-074,"Geography, Cities, & Towns",12 best places to see a Texas sunset,12 great places to watch a Texas sunset,seo_article,medium,evergreen,standard,great-places-to-watch-a-texas-sunset,/explore|/guides|/texas-history,no
td-list-075,"Geography, Cities, & Towns",15 unique geographic wonders hidden in Texas,15 geographic wonders worth finding across Texas,seo_article,medium,evergreen,standard,geographic-wonders-worth-finding-across-texas,/explore|/guides|/texas-history,no
