id,category,source_title,title,content_type,priority,freshness,editorial_risk,slug,internal_links,publish_approved
td-list-036,"Food, BBQ, & Dining",10 things that make a Texas chicken fried steak authentic,10 things that make a Texas chicken fried steak authentic,seo_article,medium,evergreen,standard,things-that-make-a-texas-chicken-fried-steak-authentic,/explore/food-bbq|/guides|/texas-history,no
td-list-037,"Food, BBQ, & Dining",12 best Texas craft breweries to visit this summer,12 Texas craft breweries worth a road trip,seo_article,medium,annual-review,verify-current,texas-craft-breweries-worth-a-road-trip,/article/texas-farm-to-market-roads-explained|/explore/food-bbq|/guides|/texas-history,no
td-list-038,"Food, BBQ, & Dining",15 unique Dr Pepper flavor combinations and recipes,15 unique Dr Pepper flavor combinations and recipes,social_list,low,evergreen,standard,unique-dr-pepper-flavor-combinations-and-recipes,/explore/food-bbq|/guides|/texas-history,no
td-list-039,"Food, BBQ, & Dining",10 historic Texas dance halls that serve great food,10 historic Texas dance halls that serve great food,seo_article,medium,evergreen,standard,historic-texas-dance-halls-that-serve-great-food,/article/texas-barbecue-styles-explained|/explore/food-bbq|/guides|/texas-history,no
td-list-040,"Food, BBQ, & Dining",12 rules for a perfect Texas fish fry,12 rules for a perfect Texas fish fry,seo_article,medium,evergreen,standard,rules-for-a-perfect-texas-fish-fry,/explore/food-bbq|/guides|/texas-history,no
td-list-041,"Food, BBQ, & Dining",15 best salsa brands made right in the Lone Star State,15 Texas-made salsa brands to know,seo_article,medium,evergreen,verify-current,texas-made-salsa-brands-to-know,/explore/food-bbq|/guides|/texas-history,no
td-list-042,"Food, BBQ, & Dining",10 unique Texas food festivals you’ve never heard of,10 Texas food festivals worth putting on your calendar,seo_article,medium,annual-review,verify-current,texas-food-festivals-worth-putting-on-your-calendar,/article/texas-barbecue-styles-explained|/explore/food-bbq|/guides|/texas-history,no
td-list-043,"Food, BBQ, & Dining",12 classic Texas desserts that aren’t pecan pie,12 classic Texas desserts that aren’t pecan pie,seo_article,medium,evergreen,standard,classic-texas-desserts-that-aren-t-pecan-pie,/explore/food-bbq|/guides|/texas-history,no
td-list-044,"Food, BBQ, & Dining",15 best food trucks in Austin you need to try,15 Austin food trucks worth seeking out,seo_article,medium,annual-review,verify-current,austin-food-trucks-worth-seeking-out,/article/texas-barbecue-styles-explained|/explore/food-bbq|/guides|/texas-history,no
td-list-045,"Food, BBQ, & Dining",10 iconic San Antonio puffy taco joints,10 San Antonio spots known for puffy tacos,seo_article,medium,evergreen,standard,san-antonio-spots-known-for-puffy-tacos,/article/texas-barbecue-styles-explained|/explore/food-bbq|/guides|/texas-history,no
td-list-046,"Food, BBQ, & Dining",12 best spots for Gulf Coast oysters in Texas,12 Texas Gulf Coast spots known for oysters,seo_article,medium,evergreen,standard,texas-gulf-coast-spots-known-for-oysters,/article/texas-rivers-explained|/article/texas-lakes-reservoirs-explained|/explore/food-bbq|/guides|/texas-history,no
td-list-047,"Food, BBQ, & Dining",15 ways Texans use jalapeños in everyday cooking,15 ways Texans use jalapeños in everyday cooking,social_list,low,evergreen,standard,ways-texans-use-jalapenos-in-everyday-cooking,/explore/food-bbq|/guides|/texas-history,no
td-list-048,"Food, BBQ, & Dining",10 historic Texas wineries in the Hill Country,10 historic Texas wineries in the Hill Country,seo_article,medium,evergreen,standard,historic-texas-wineries-in-the-hill-country,/explore/food-bbq|/guides|/texas-history,no
td-list-049,"Food, BBQ, & Dining",12 best places to get chicken fried chicken,12 Texas spots known for chicken-fried chicken,seo_article,medium,evergreen,standard,texas-spots-known-for-chicken-fried-chicken,/explore/food-bbq|/guides|/texas-history,no
td-list-050,"Food, BBQ, & Dining",15 essential tools for a Texas pitmaster,15 essential tools for a Texas pitmaster,seo_article,medium,evergreen,standard,essential-tools-for-a-texas-pitmaster,/article/texas-barbecue-styles-explained|/explore/food-bbq|/guides|/texas-history,no
